name,pokemonid,formid,formname,gen,release,type1,type2,species,height,weight,gender,catch_rate,base_exp,egg_cycles,friendship,growth_rate,hp,attack,defense,spatk,spdef,speed,ev_hp,ev_attack,ev_defense,ev_spatk,ev_spdef,ev_speed,group
golett,golett,,,5,black-white,ground,ghost,Automaton,1.0,92.0,genderless,190.0,61.0,25.0,50.0,medium fast,59,74,50,35,50,35,,1.0,,,,,grubole
golurk,golurk,,,5,black-white,ground,ghost,Automaton,2.8,330.0,genderless,90.0,169.0,25.0,50.0,medium fast,89,124,80,55,80,55,,2.0,,,,,grubole
pawniard,pawniard,,,5,black-white,dark,steel,Sharp Blade,0.5,10.2,4:4,120.0,68.0,20.0,35.0,medium fast,45,85,70,40,40,60,,1.0,,,,,agresorzy
bisharp,bisharp,,,5,black-white,dark,steel,Sword Blade,1.6,70.0,4:4,45.0,172.0,20.0,35.0,medium fast,65,125,100,60,70,70,,2.0,,,,,agresorzy
bouffalant,bouffalant,,,5,black-white,normal,,Bash Buffalo,1.6,94.6,4:4,45.0,172.0,20.0,50.0,medium fast,95,110,95,40,95,55,,2.0,,,,,sredniaki
rufflet,rufflet,,,5,black-white,normal,flying,Eaglet,0.5,10.5,0,190.0,70.0,20.0,50.0,slow,70,83,50,37,50,60,,1.0,,,,,sredniaki
braviary,braviary,,,5,black-white,normal,flying,Valiant,1.5,41.0,0,60.0,179.0,20.0,50.0,slow,100,123,75,57,75,80,,2.0,,,,,sredniaki
braviary-hisuian,braviary,hisuian,Hisuian Braviary,8,legends-arceus,psychic,flying,Battle Cry,1.7,43.4,0,60.0,179.0,20.0,50.0,slow,110,83,70,112,70,65,,,,2.0,,,specjalni
vullaby,vullaby,,,5,black-white,dark,flying,Diapered,0.5,9.0,8:0,190.0,74.0,20.0,35.0,slow,70,55,75,45,65,60,,,1.0,,,,agresorzy
mandibuzz,mandibuzz,,,5,black-white,dark,flying,Bone Vulture,1.2,39.5,8:0,60.0,179.0,20.0,35.0,slow,110,65,105,55,95,80,,,,2.0,,,agresorzy
heatmor,heatmor,,,5,black-white,fire,,Anteater,1.4,58.0,4:4,90.0,169.0,20.0,50.0,medium fast,85,97,66,105,66,65,,,,2.0,,,specjalni
durant,durant,,,5,black-white,bug,steel,Iron Ant,0.3,33.0,4:4,90.0,169.0,20.0,50.0,medium fast,58,109,112,48,48,109,,,2.0,,,,sredniaki
deino,deino,,,5,black-white,dark,dragon,Irate,0.8,17.3,4:4,45.0,60.0,40.0,35.0,slow,52,65,50,45,50,38,,1.0,,,,,agresorzy
zweilous,zweilous,,,5,black-white,dark,dragon,Hostile,1.4,50.0,4:4,45.0,147.0,40.0,35.0,slow,72,85,70,65,70,58,,2.0,,,,,agresorzy
hydreigon,hydreigon,,,5,black-white,dark,dragon,Brutal,1.8,160.0,4:4,45.0,300.0,40.0,35.0,slow,92,105,90,125,90,98,,,,3.0,,,agresorzy
larvesta,larvesta,,,5,black-white,bug,fire,Torch,1.1,28.8,4:4,45.0,72.0,40.0,50.0,slow,55,85,55,50,55,60,,1.0,,,,,sredniaki
volcarona,volcarona,,,5,black-white,bug,fire,Sun,1.6,46.0,4:4,15.0,275.0,40.0,50.0,slow,85,60,65,135,105,100,,,,3.0,,,sredniaki
cobalion,cobalion,,,5,black-white,steel,fighting,Iron Will,2.1,250.0,genderless,3.0,261.0,80.0,35.0,slow,91,90,129,90,72,108,,,3.0,,,,grubole
terrakion,terrakion,,,5,black-white,rock,fighting,Cavern,1.9,260.0,genderless,3.0,261.0,80.0,35.0,slow,91,129,90,72,90,108,,3.0,,,,,grubole
virizion,virizion,,,5,black-white,grass,fighting,Grassland,2.0,200.0,genderless,3.0,261.0,80.0,35.0,slow,91,90,72,90,129,108,,,,,3.0,,sredniaki
tornadus-incarnate,tornadus,incarnate,Incarnate Forme,5,black-white,flying,,Cyclone,1.5,63.0,0,3.0,290.0,120.0,90.0,slow,79,115,70,125,80,111,,3.0,,,,,agresorzy
tornadus-therian,tornadus,therian,Therian Forme,5,black-white,flying,,Cyclone,1.4,63.0,0,3.0,290.0,120.0,90.0,slow,79,100,80,110,90,121,,,,,,3.0,agresorzy
thundurus-incarnate,thundurus,incarnate,Incarnate Forme,5,black-white,electric,flying,Bolt Strike,1.5,61.0,0,3.0,290.0,120.0,90.0,slow,79,115,70,125,80,111,,3.0,,,,,specjalni
thundurus-therian,thundurus,therian,Therian Forme,5,black-white,electric,flying,Bolt Strike,3.0,61.0,0,3.0,290.0,120.0,90.0,slow,79,105,70,145,80,101,,,,3.0,,,specjalni
reshiram,reshiram,,,5,black-white,dragon,fire,Vast White,3.2,330.0,genderless,3.0,306.0,120.0,0.0,slow,100,120,100,150,120,90,,,,3.0,,,elita
zekrom,zekrom,,,5,black-white,dragon,electric,Deep Black,2.9,345.0,genderless,3.0,306.0,120.0,0.0,slow,100,150,120,120,100,90,,3.0,,,,,elita
landorus-incarnate,landorus,incarnate,Incarnate Forme,5,black-white,ground,flying,Abundance,1.5,68.0,0,3.0,300.0,120.0,90.0,slow,89,125,90,115,80,101,,,,3.0,,,grubole
landorus-therian,landorus,therian,Therian Forme,5,black-white,ground,flying,Abundance,1.3,68.0,0,3.0,300.0,120.0,90.0,slow,89,145,90,105,80,91,,3.0,,,,,grubole
kyurem,kyurem,,,5,black-white,dragon,ice,Boundary,3.0,325.0,genderless,3.0,297.0,120.0,0.0,slow,125,130,90,130,90,95,1.0,1.0,,1.0,,,elita
kyurem-white,kyurem,white,White Kyurem,5,black-white,dragon,ice,Boundary,3.6,325.0,genderless,3.0,315.0,120.0,0.0,slow,125,120,90,170,100,95,,,,3.0,,,elita
kyurem-black,kyurem,black,Black Kyurem,5,black-white,dragon,ice,Boundary,3.3,325.0,genderless,3.0,315.0,120.0,0.0,slow,125,170,100,120,90,95,,3.0,,,,,elita
keldeo-ordinary,keldeo,ordinary,Ordinary Form,5,black-white,water,fighting,Colt,1.4,48.5,genderless,3.0,261.0,80.0,35.0,slow,91,72,90,129,90,108,,,,3.0,,,sredniaki
keldeo-resolute,keldeo,resolute,Resolute Form,5,black-white,water,fighting,Colt,1.4,48.5,genderless,3.0,261.0,80.0,35.0,slow,91,72,90,129,90,108,,,,3.0,,,sredniaki
meloetta-aria,meloetta,aria,Aria Forme,5,black-white,normal,psychic,Melody,0.6,6.5,genderless,3.0,300.0,120.0,100.0,slow,100,77,77,128,128,90,,,,1.0,1.0,1.0,sredniaki
meloetta-pirouette,meloetta,pirouette,Pirouette Forme,5,black-white,normal,fighting,Melody,0.6,6.5,genderless,3.0,300.0,120.0,100.0,slow,100,128,90,77,77,128,,1.0,1.0,,,1.0,sredniaki
genesect,genesect,,,5,black-white,bug,steel,Paleozoic,1.5,82.5,genderless,3.0,270.0,120.0,0.0,slow,71,120,95,120,95,99,,1.0,,1.0,,1.0,sredniaki
chespin,chespin,,,6,x-y,grass,,Spiny Nut,0.4,9.0,1:7,45.0,63.0,20.0,50.0,medium slow,56,61,65,48,45,38,,,1.0,,,,sredniaki
quilladin,quilladin,,,6,x-y,grass,,Spiny Armor,0.7,29.0,1:7,45.0,142.0,20.0,50.0,medium slow,61,78,95,56,58,57,,,2.0,,,,sredniaki
chesnaught,chesnaught,,,6,x-y,grass,fighting,Spiny Armor,1.6,90.0,1:7,45.0,265.0,20.0,50.0,medium slow,88,107,122,74,75,64,,,3.0,,,,sredniaki
fennekin,fennekin,,,6,x-y,fire,,Fox,0.4,9.4,1:7,45.0,61.0,20.0,50.0,medium slow,40,45,40,62,60,60,,,,1.0,,,specjalni
braixen,braixen,,,6,x-y,fire,,Fox,1.0,14.5,1:7,45.0,143.0,20.0,50.0,medium slow,59,59,58,90,70,73,,,,2.0,,,specjalni
delphox,delphox,,,6,x-y,fire,psychic,Fox,1.5,39.0,1:7,45.0,267.0,20.0,50.0,medium slow,75,69,72,114,100,104,,,,3.0,,,specjalni
froakie,froakie,,,6,x-y,water,,Bubble Frog,0.3,7.0,1:7,45.0,63.0,20.0,50.0,medium slow,41,56,40,62,44,71,,,,,,1.0,sredniaki
frogadier,frogadier,,,6,x-y,water,,Bubble Frog,0.6,10.9,1:7,45.0,142.0,20.0,50.0,medium slow,54,63,52,83,56,97,,,,,,2.0,sredniaki
greninja,greninja,,,6,x-y,water,dark,Ninja,1.5,40.0,1:7,45.0,265.0,20.0,50.0,medium slow,72,95,67,103,71,122,,,,,,3.0,sredniaki
greninja-ash,greninja,ash,Ash-Greninja,7,sun-moon,water,dark,Ninja,1.5,40.0,0,45.0,265.0,20.0,50.0,medium slow,72,145,67,153,71,132,,,,,,3.0,sredniaki
bunnelby,bunnelby,,,6,x-y,normal,,Digging,0.4,5.0,4:4,255.0,47.0,15.0,50.0,medium fast,38,36,38,32,36,57,,,,,,1.0,sredniaki
diggersby,diggersby,,,6,x-y,normal,ground,Digging,1.0,42.4,4:4,127.0,148.0,15.0,50.0,medium fast,85,56,77,50,77,78,2.0,,,,,,sredniaki
fletchling,fletchling,,,6,x-y,normal,flying,Tiny Robin,0.3,1.7,4:4,255.0,56.0,15.0,50.0,medium slow,45,50,43,40,38,62,,,,,,1.0,sredniaki
fletchinder,fletchinder,,,6,x-y,fire,flying,Ember,0.7,16.0,4:4,120.0,134.0,15.0,50.0,medium slow,62,73,55,56,52,84,,,,,,2.0,specjalni
talonflame,talonflame,,,6,x-y,fire,flying,Scorching,1.2,24.5,4:4,45.0,175.0,15.0,50.0,medium slow,78,81,71,74,69,126,,,,,,3.0,specjalni
scatterbug,scatterbug,,,6,x-y,bug,,Scatterdust,0.3,2.5,4:4,255.0,40.0,15.0,50.0,medium fast,38,35,40,27,25,35,,,1.0,,,,sredniaki
spewpa,spewpa,,,6,x-y,bug,,Scatterdust,0.3,8.4,4:4,120.0,75.0,15.0,50.0,medium fast,45,22,60,27,30,29,,,2.0,,,,sredniaki
vivillon,vivillon,,,6,x-y,bug,flying,Scale,1.2,17.0,4:4,45.0,206.0,15.0,50.0,medium fast,80,52,50,90,50,89,1.0,,,1.0,,1.0,sredniaki
litleo,litleo,,,6,x-y,fire,normal,Lion Cub,0.6,13.5,7:1,220.0,74.0,20.0,50.0,medium slow,62,50,58,73,54,72,,,,1.0,,,specjalni
pyroar,pyroar,,,6,x-y,fire,normal,Royal,1.5,81.5,7:1,65.0,177.0,20.0,50.0,medium slow,86,68,72,109,66,106,,,,2.0,,,specjalni
flabebe,flabebe,,,6,x-y,fairy,,Single Bloom,0.1,0.1,8:0,225.0,61.0,20.0,50.0,medium fast,44,38,39,61,79,42,,,,,1.0,,specjalni
floette,floette,,,6,x-y,fairy,,Single Bloom,0.2,0.9,8:0,120.0,130.0,20.0,50.0,medium fast,54,45,47,75,98,52,,,,,2.0,,specjalni
florges,florges,,,6,x-y,fairy,,Garden,1.1,10.0,8:0,45.0,276.0,20.0,50.0,medium fast,78,65,68,112,154,75,,,,,3.0,,specjalni
skiddo,skiddo,,,6,x-y,grass,,Mount,0.9,31.0,4:4,200.0,70.0,20.0,50.0,medium fast,66,65,48,62,57,52,1.0,,,,,,sredniaki
gogoat,gogoat,,,6,x-y,grass,,Mount,1.7,91.0,4:4,45.0,186.0,20.0,50.0,medium fast,123,100,62,97,81,68,2.0,,,,,,sredniaki
pancham,pancham,,,6,x-y,fighting,,Playful,0.6,8.0,4:4,220.0,70.0,25.0,50.0,medium fast,67,82,62,46,48,43,,1.0,,,,,agresorzy
pangoro,pangoro,,,6,x-y,fighting,dark,Daunting,2.1,136.0,4:4,65.0,173.0,25.0,50.0,medium fast,95,124,78,69,71,58,,2.0,,,,,agresorzy
furfrou,furfrou,,,6,x-y,normal,,Poodle,1.2,28.0,4:4,160.0,165.0,20.0,50.0,medium fast,75,80,60,65,90,102,,,,,,1.0,sredniaki
espurr,espurr,,,6,x-y,psychic,,Restraint,0.3,3.5,4:4,190.0,71.0,20.0,50.0,medium fast,62,48,54,63,60,68,,,,,,1.0,specjalni
meowstic-male,meowstic,male,Male,6,x-y,psychic,,Constraint,0.6,8.5,0,75.0,163.0,20.0,50.0,medium fast,74,48,76,83,81,104,,,,,,2.0,specjalni
meowstic-female,meowstic,female,Female,6,x-y,psychic,,Constraint,0.6,8.5,8:0,75.0,163.0,20.0,50.0,medium fast,74,48,76,83,81,104,,,,,,2.0,specjalni
honedge,honedge,,,6,x-y,steel,ghost,Sword,0.8,2.0,4:4,180.0,65.0,20.0,50.0,medium fast,45,80,100,35,37,28,,,1.0,,,,grubole
doublade,doublade,,,6,x-y,steel,ghost,Sword,0.8,4.5,4:4,90.0,157.0,20.0,50.0,medium fast,59,110,150,45,49,35,,,2.0,,,,grubole
aegislash-shield,aegislash,shield,Shield Forme,6,x-y,steel,ghost,Royal Sword,1.7,53.0,4:4,45.0,234.0,20.0,50.0,medium fast,60,50,140,50,140,60,,,2.0,,1.0,,grubole
aegislash-blade,aegislash,blade,Blade Forme,6,x-y,steel,ghost,Royal Sword,1.7,53.0,4:4,45.0,234.0,20.0,50.0,medium fast,60,140,50,140,50,60,,2.0,,1.0,,,grubole
spritzee,spritzee,,,6,x-y,fairy,,Perfume,0.2,0.5,4:4,200.0,68.0,20.0,50.0,medium fast,78,52,60,63,65,23,1.0,,,,,,specjalni
aromatisse,aromatisse,,,6,x-y,fairy,,Fragrance,0.8,15.5,4:4,140.0,162.0,20.0,50.0,medium fast,101,72,72,99,89,29,2.0,,,,,,specjalni
swirlix,swirlix,,,6,x-y,fairy,,Cotton Candy,0.4,3.5,4:4,200.0,68.0,20.0,50.0,medium fast,62,48,66,59,57,49,,,1.0,,,,specjalni
slurpuff,slurpuff,,,6,x-y,fairy,,Meringue,0.8,5.0,4:4,140.0,168.0,20.0,50.0,medium fast,82,80,86,85,75,72,,,2.0,,,,specjalni
inkay,inkay,,,6,x-y,dark,psychic,Revolving,0.4,3.5,4:4,190.0,58.0,20.0,50.0,medium fast,53,54,53,37,46,45,,1.0,,,,,agresorzy
malamar,malamar,,,6,x-y,dark,psychic,Overturning,1.5,47.0,4:4,80.0,169.0,20.0,50.0,medium fast,86,92,88,68,75,73,,2.0,,,,,agresorzy
binacle,binacle,,,6,x-y,rock,water,Two-Handed,0.5,31.0,4:4,120.0,61.0,20.0,50.0,medium fast,42,52,67,39,56,50,,1.0,,,,,grubole
barbaracle,barbaracle,,,6,x-y,rock,water,Collective,1.3,96.0,4:4,45.0,175.0,20.0,50.0,medium fast,72,105,115,54,86,68,,2.0,,,,,grubole
skrelp,skrelp,,,6,x-y,poison,water,Mock Kelp,0.5,7.3,4:4,225.0,64.0,20.0,50.0,medium fast,50,60,60,60,60,30,,,,,1.0,,sredniaki
dragalge,dragalge,,,6,x-y,poison,dragon,Mock Kelp,1.8,81.5,4:4,55.0,173.0,20.0,50.0,medium fast,65,75,90,97,123,44,,,,,2.0,,sredniaki
clauncher,clauncher,,,6,x-y,water,,Water Gun,0.5,8.3,4:4,225.0,66.0,15.0,50.0,slow,50,53,62,58,63,44,,,,1.0,,,sredniaki
clawitzer,clawitzer,,,6,x-y,water,,Howitzer,1.3,35.3,4:4,55.0,100.0,15.0,50.0,slow,71,73,88,120,89,59,,,,2.0,,,sredniaki
helioptile,helioptile,,,6,x-y,electric,normal,Generator,0.5,6.0,4:4,190.0,58.0,20.0,50.0,medium fast,44,38,33,61,43,70,,,,,,1.0,specjalni
heliolisk,heliolisk,,,6,x-y,electric,normal,Generator,1.0,21.0,4:4,75.0,168.0,20.0,50.0,medium fast,62,55,52,109,94,109,,,,1.0,,1.0,specjalni
tyrunt,tyrunt,,,6,x-y,rock,dragon,Royal Heir,0.8,26.0,1:7,45.0,72.0,30.0,50.0,medium fast,58,89,77,45,45,48,,1.0,,,,,grubole
tyrantrum,tyrantrum,,,6,x-y,rock,dragon,Despot,2.5,270.0,1:7,45.0,182.0,30.0,50.0,medium fast,82,121,119,69,59,71,,2.0,,,,,grubole
amaura,amaura,,,6,x-y,rock,ice,Tundra,1.3,25.2,1:7,45.0,72.0,30.0,50.0,medium fast,77,59,50,67,63,46,1.0,,,,,,grubole
aurorus,aurorus,,,6,x-y,rock,ice,Tundra,2.7,225.0,1:7,45.0,104.0,30.0,50.0,medium fast,123,77,72,99,92,58,2.0,,,,,,grubole
sylveon,sylveon,,,6,x-y,fairy,,Intertwining,1.0,23.5,1:7,45.0,184.0,35.0,50.0,medium fast,95,65,65,110,130,60,,,,,2.0,,specjalni
hawlucha,hawlucha,,,6,x-y,fighting,flying,Wrestling,0.8,21.5,4:4,100.0,175.0,20.0,50.0,medium fast,78,92,75,74,63,118,,2.0,,,,,agresorzy
dedenne,dedenne,,,6,x-y,electric,fairy,Antenna,0.2,2.2,4:4,180.0,151.0,20.0,50.0,medium fast,67,58,57,81,67,101,,,,,,2.0,specjalni
carbink,carbink,,,6,x-y,rock,fairy,Jewel,0.3,5.7,genderless,60.0,100.0,25.0,50.0,slow,50,50,150,50,150,50,,,1.0,,1.0,,grubole
goomy,goomy,,,6,x-y,dragon,,Soft Tissue,0.3,2.8,4:4,45.0,60.0,40.0,35.0,slow,45,50,35,55,75,40,,,,,1.0,,elita
sliggoo,sliggoo,,,6,x-y,dragon,,Soft Tissue,0.8,17.5,4:4,45.0,158.0,40.0,35.0,slow,68,75,53,83,113,60,,,,,2.0,,elita
sliggoo-hisuian,sliggoo,hisuian,Hisuian Sliggoo,8,legends-arceus,steel,dragon,Snail,0.7,68.5,4:4,45.0,158.0,40.0,35.0,slow,58,75,83,83,113,40,,,,,2.0,,grubole
goodra,goodra,,,6,x-y,dragon,,Dragon,2.0,150.5,4:4,45.0,300.0,40.0,35.0,slow,90,100,70,110,150,80,,,,,3.0,,elita
goodra-hisuian,goodra,hisuian,Hisuian Goodra,8,legends-arceus,steel,dragon,Shell Bunker,1.7,334.1,4:4,45.0,300.0,40.0,35.0,slow,80,100,100,110,150,60,,,,,3.0,,grubole
klefki,klefki,,,6,x-y,steel,fairy,Key Ring,0.2,3.0,4:4,75.0,165.0,20.0,50.0,fast,57,80,91,80,87,75,,,1.0,,,,grubole
phantump,phantump,,,6,x-y,ghost,grass,Stump,0.4,7.0,4:4,120.0,62.0,20.0,50.0,medium fast,43,70,48,50,60,38,,1.0,,,,,specjalni
trevenant,trevenant,,,6,x-y,ghost,grass,Elder Tree,1.5,71.0,4:4,60.0,166.0,20.0,50.0,medium fast,85,110,76,65,82,56,,2.0,,,,,specjalni
pumpkaboo-average,pumpkaboo,average,Average Size,6,x-y,ghost,grass,Pumpkin,0.4,5.0,4:4,120.0,67.0,20.0,50.0,medium fast,49,66,70,44,55,51,,,1.0,,,,specjalni
pumpkaboo-small,pumpkaboo,small,Small Size,6,x-y,ghost,grass,Pumpkin,0.3,3.5,4:4,120.0,67.0,20.0,50.0,medium fast,44,66,70,44,55,56,,,1.0,,,,specjalni
pumpkaboo-large,pumpkaboo,large,Large Size,6,x-y,ghost,grass,Pumpkin,0.5,7.5,4:4,120.0,67.0,20.0,50.0,medium fast,54,66,70,44,55,46,,,1.0,,,,specjalni
pumpkaboo-super,pumpkaboo,super,Super Size,6,x-y,ghost,grass,Pumpkin,0.8,15.0,4:4,120.0,67.0,20.0,50.0,medium fast,59,66,70,44,55,41,,,1.0,,,,specjalni
gourgeist-average,gourgeist,average,Average Size,6,x-y,ghost,grass,Pumpkin,0.9,12.5,4:4,60.0,173.0,20.0,50.0,medium fast,65,90,122,58,75,84,,,2.0,,,,specjalni
gourgeist-small,gourgeist,small,Small Size,6,x-y,ghost,grass,Pumpkin,0.7,9.5,4:4,60.0,173.0,20.0,50.0,medium fast,55,85,122,58,75,99,,,2.0,,,,specjalni
gourgeist-large,gourgeist,large,Large Size,6,x-y,ghost,grass,Pumpkin,1.1,14.0,4:4,60.0,173.0,20.0,50.0,medium fast,75,95,122,58,75,69,,,2.0,,,,specjalni
gourgeist-super,gourgeist,super,Super Size,6,x-y,ghost,grass,Pumpkin,1.7,39.0,4:4,60.0,173.0,20.0,50.0,medium fast,85,100,122,58,75,54,,,2.0,,,,specjalni
bergmite,bergmite,,,6,x-y,ice,,Ice Chunk,1.0,99.5,4:4,190.0,61.0,20.0,50.0,medium fast,55,69,85,32,35,28,,,1.0,,,,sredniaki
avalugg,avalugg,,,6,x-y,ice,,Iceberg,2.0,505.0,4:4,55.0,180.0,20.0,50.0,medium fast,95,117,184,44,46,28,,,2.0,,,,sredniaki
avalugg-hisuian,avalugg,hisuian,Hisuian Avalugg,8,legends-arceus,ice,rock,Iceberg,1.4,262.4,4:4,55.0,180.0,20.0,50.0,medium fast,95,127,184,34,36,38,,,2.0,,,,sredniaki
noibat,noibat,,,6,x-y,flying,dragon,Sound Wave,0.5,8.0,4:4,190.0,49.0,20.0,50.0,medium fast,40,30,35,45,40,55,,,,,,1.0,agresorzy
noivern,noivern,,,6,x-y,flying,dragon,Sound Wave,1.5,85.0,4:4,45.0,187.0,20.0,50.0,medium fast,85,70,80,97,80,123,,,,,,2.0,agresorzy
xerneas,xerneas,,,6,x-y,fairy,,Life,3.0,215.0,genderless,45.0,306.0,120.0,0.0,slow,126,131,95,131,98,99,3.0,,,,,,specjalni
yveltal,yveltal,,,6,x-y,dark,flying,Destruction,5.8,203.0,genderless,45.0,306.0,120.0,0.0,slow,126,131,95,131,98,99,3.0,,,,,,agresorzy
zygarde-50,zygarde,50,50% Forme,6,x-y,dragon,ground,Order,5.0,305.0,genderless,3.0,270.0,120.0,0.0,slow,108,100,121,81,95,95,3.0,,,,,,elita
zygarde-10,zygarde,10,10% Forme,7,sun-moon,dragon,ground,Order,1.2,33.5,genderless,3.0,219.0,120.0,0.0,slow,54,100,71,61,85,115,3.0,,,,,,elita
zygarde-complete,zygarde,complete,Complete Forme,7,sun-moon,dragon,ground,Order,4.5,610.0,genderless,3.0,319.0,120.0,0.0,slow,216,100,121,91,95,85,3.0,,,,,,elita
diancie,diancie,,,6,x-y,rock,fairy,Jewel,0.7,8.8,genderless,3.0,300.0,25.0,50.0,slow,50,100,150,100,150,50,,,1.0,,2.0,,grubole
diancie-mega,diancie,mega,Mega Diancie,6,omega-ruby-alpha-sapphire,rock,fairy,Jewel,1.1,27.8,genderless,3.0,315.0,25.0,50.0,slow,50,160,110,160,110,110,,,1.0,,2.0,,grubole
hoopa-confined,hoopa,confined,Hoopa Confined,6,x-y,psychic,ghost,Mischief,0.5,9.0,genderless,3.0,300.0,120.0,100.0,slow,80,110,60,150,130,70,,,,3.0,,,specjalni
hoopa-unbound,hoopa,unbound,Hoopa Unbound,6,x-y,psychic,dark,Djinn,6.5,490.0,genderless,3.0,340.0,120.0,50.0,slow,80,160,60,170,130,80,,,,3.0,,,specjalni
volcanion,volcanion,,,6,x-y,fire,water,Steam,1.7,195.0,genderless,3.0,300.0,120.0,100.0,slow,80,110,120,130,90,70,,,,3.0,,,specjalni
rowlet,rowlet,,,7,sun-moon,grass,flying,Grass Quill,0.3,1.5,1:7,45.0,64.0,15.0,50.0,medium slow,68,55,55,50,50,42,1.0,,,,,,sredniaki
dartrix,dartrix,,,7,sun-moon,grass,flying,Blade Quill,0.7,16.0,1:7,45.0,147.0,15.0,50.0,medium slow,78,75,75,70,70,52,2.0,,,,,,sredniaki
decidueye,decidueye,,,7,sun-moon,grass,ghost,Arrow Quill,1.6,36.6,1:7,45.0,265.0,15.0,50.0,medium slow,78,107,75,100,100,70,,3.0,,,,,sredniaki
decidueye-hisuian,decidueye,hisuian,Hisuian Decidueye,8,legends-arceus,grass,fighting,Arrow Quill,1.6,37.0,1:7,45.0,265.0,15.0,50.0,medium slow,88,112,80,95,95,60,,3.0,,,,,sredniaki
litten,litten,,,7,sun-moon,fire,,Fire Cat,0.4,4.3,1:7,45.0,64.0,15.0,50.0,medium slow,45,65,40,60,40,70,,,,,,1.0,specjalni
torracat,torracat,,,7,sun-moon,fire,,Fire Cat,0.7,25.0,1:7,45.0,147.0,15.0,50.0,medium slow,65,85,50,80,50,90,,,,,,2.0,specjalni
incineroar,incineroar,,,7,sun-moon,fire,dark,Heel,1.8,83.0,1:7,45.0,239.0,15.0,50.0,medium slow,95,115,90,80,90,60,,3.0,,,,,specjalni
popplio,popplio,,,7,sun-moon,water,,Sea Lion,0.4,7.5,1:7,45.0,64.0,15.0,50.0,medium slow,50,54,54,66,56,40,,,,1.0,,,sredniaki
brionne,brionne,,,7,sun-moon,water,,Pop Star,0.6,17.5,1:7,45.0,147.0,15.0,50.0,medium slow,60,69,69,91,81,50,,,,2.0,,,sredniaki
primarina,primarina,,,7,sun-moon,water,fairy,Soloist,1.8,44.0,1:7,45.0,239.0,15.0,50.0,medium slow,80,74,74,126,116,60,,,,3.0,,,sredniaki
pikipek,pikipek,,,7,sun-moon,normal,flying,Woodpecker,0.3,1.2,4:4,255.0,53.0,15.0,50.0,medium fast,35,75,30,30,30,65,,1.0,,,,,sredniaki
trumbeak,trumbeak,,,7,sun-moon,normal,flying,Bugle Beak,0.6,14.8,4:4,120.0,124.0,15.0,50.0,medium fast,55,85,50,40,50,75,,2.0,,,,,sredniaki
toucannon,toucannon,,,7,sun-moon,normal,flying,Cannon,1.1,26.0,4:4,45.0,218.0,15.0,50.0,medium fast,80,120,75,75,75,60,,3.0,,,,,sredniaki
yungoos,yungoos,,,7,sun-moon,normal,,Loitering,0.4,6.0,4:4,255.0,51.0,15.0,50.0,medium fast,48,70,30,30,30,45,,1.0,,,,,sredniaki
gumshoos,gumshoos,,,7,sun-moon,normal,,Stakeout,0.7,14.2,4:4,127.0,146.0,15.0,50.0,medium fast,88,110,60,55,60,45,,2.0,,,,,sredniaki
grubbin,grubbin,,,7,sun-moon,bug,,Larva,0.4,4.4,4:4,255.0,60.0,15.0,50.0,medium fast,47,62,45,55,45,46,,1.0,,,,,sredniaki
charjabug,charjabug,,,7,sun-moon,bug,electric,Battery,0.5,10.5,4:4,120.0,140.0,15.0,50.0,medium fast,57,82,95,55,75,36,,,2.0,,,,sredniaki
vikavolt,vikavolt,,,7,sun-moon,bug,electric,Stag Beetle,1.5,45.0,4:4,45.0,225.0,15.0,50.0,medium fast,77,70,90,145,75,43,,,,3.0,,,sredniaki
crabrawler,crabrawler,,,7,sun-moon,fighting,,Boxing,0.6,7.0,4:4,225.0,68.0,20.0,50.0,medium fast,47,82,57,42,47,63,,1.0,,,,,agresorzy
crabominable,crabominable,,,7,sun-moon,fighting,ice,Woolly Crab,1.7,180.0,4:4,60.0,167.0,20.0,50.0,medium fast,97,132,77,62,67,43,,2.0,,,,,agresorzy
oricorio-baile,oricorio,baile,Baile Style,7,sun-moon,fire,flying,Dancing,0.6,3.4,6:2,45.0,167.0,20.0,50.0,medium fast,75,70,70,98,70,93,,,,2.0,,,specjalni
oricorio-pom-pom,oricorio,pom-pom,Pom-Pom Style,7,sun-moon,electric,flying,Dancing,0.6,3.4,6:2,45.0,167.0,20.0,50.0,medium fast,75,70,70,98,70,93,,,,2.0,,,specjalni
oricorio-pau,oricorio,pau,Pa'u Style,7,sun-moon,psychic,flying,Dancing,0.6,3.4,6:2,45.0,167.0,20.0,50.0,medium fast,75,70,70,98,70,93,,,,2.0,,,specjalni
oricorio-sensu,oricorio,sensu,Sensu Style,7,sun-moon,ghost,flying,Dancing,0.6,3.4,6:2,45.0,167.0,20.0,50.0,medium fast,75,70,70,98,70,93,,,,2.0,,,specjalni
cutiefly,cutiefly,,,7,sun-moon,bug,fairy,Bee Fly,0.1,0.2,4:4,190.0,61.0,20.0,50.0,medium fast,40,45,40,55,40,84,,,,,,1.0,sredniaki
ribombee,ribombee,,,7,sun-moon,bug,fairy,Bee Fly,0.2,0.5,4:4,75.0,162.0,20.0,50.0,medium fast,60,55,60,95,70,124,,,,,,2.0,sredniaki
rockruff,rockruff,,,7,sun-moon,rock,,Puppy,0.5,9.2,4:4,190.0,56.0,15.0,50.0,medium fast,45,65,40,30,40,60,,1.0,,,,,grubole
